Week,R01.%ILI,R02.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,USA.%ILI,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp,R01.tweets,R02.tweets,R03.tweets,R04.tweets,R05.tweets,R06.tweets,R07.tweets,R08.tweets,R09.tweets,R10.tweets,USA.tweets
2012.16,0.9,1.6,1.06,1.34,1.33,2.06,0.71,1.06,1.65,1.8,1.38,22.17,5.9,0.15,20.62,6.02,0.58,20.12,7.62,1.24,22.47,11.68,3.34,16.13,4.57,4.91,23.62,9.31,2.51,19.03,5.88,4.2,13.39,0.04,1.9,23.35,7.78,0.27,13.39,2.8,4.17,19.24,6.33,2.74,,,,,,,,,,,
2012.17,0.67,1.43,1.04,1.23,1.25,1.92,0.65,1.08,1.7,1.59,1.29,13.54,2.46,10.78,10.86,1.34,8.31,12.95,3.23,6.53,20.7,8.95,2.59,13.66,2.34,1.09,27.26,11.85,0.08,22.36,6.97,1.74,19.8,3.71,1.64,24.04,9.66,1.37,17.45,5.31,3.41,19.82,6.46,2.45,,,,,,,,,,,
2012.18,0.57,1.55,1.13,1.31,1.31,1.91,0.67,0.97,1.97,1.6,1.36,12.52,3.86,3.11,16.87,5.68,3.68,20.44,9.05,3.49,26.86,15.29,1.87,19.48,9.17,6.32,28.74,16.09,1.07,24.06,12.25,4.1,18.09,3.07,1.07,23.05,8.43,0.27,11.89,2.29,4.62,21.89,9.75,2.7,,,,,,,,,,,
2012.19,0.68,1.62,1.01,1.25,1.1,1.88,0.58,0.9,1.93,1.25,1.31,17.21,5.64,6.47,17.97,7.03,3.79,18.93,9.08,3.49,24.39,13.15,3.87,19.07,7.83,3.58,25.21,13.63,6.49,22.98,9.0,1.64,16.96,1.6,1.38,26.66,9.29,0.1,17.78,1.72,0.07,21.42,8.41,3.09,,,,,,,,,,,
2012.2,0.58,1.53,0.95,1.39,1.04,1.88,0.51,0.91,1.71,1.06,1.27,21.45,8.56,3.84,21.65,8.74,2.91,20.97,9.69,4.56,24.14,14.11,6.33,22.58,8.1,0.5,26.63,13.06,1.6,26.52,10.37,0.17,21.61,4.85,0.88,27.82,10.77,0.02,21.68,5.23,0.05,23.94,9.74,2.03,,,,,,,,,,,
2012.21,0.61,1.46,0.94,1.47,0.95,1.91,0.49,0.75,1.93,0.87,1.28,23.73,12.44,1.6,24.0,13.37,3.04,23.24,13.15,2.69,26.79,14.63,1.93,24.31,11.3,2.63,30.12,16.49,0.3,26.58,12.28,1.91,19.48,4.9,2.01,25.65,10.59,0.27,15.0,5.31,4.41,24.46,11.49,1.89,,,,,,,,,,,
2012.22,0.64,1.4,0.94,1.57,1.1,1.86,0.28,1.08,1.9,0.87,1.3,23.91,12.12,4.99,24.8,13.12,4.91,24.9,14.05,7.17,27.5,16.39,5.72,22.22,11.15,3.98,30.48,16.22,1.26,25.6,11.42,2.86,19.98,4.68,1.34,28.18,10.81,0.11,18.69,6.96,1.43,24.95,11.76,3.06,,,,,,,,,,,
2012.23,0.53,1.37,0.96,1.48,0.97,1.56,0.08,0.83,1.39,0.66,1.16,18.09,9.0,8.45,20.0,9.45,2.9,20.43,9.49,1.25,25.49,14.54,3.84,23.64,10.72,0.52,30.87,17.31,2.44,29.2,14.19,0.48,25.61,9.02,1.63,26.51,10.52,0.6,14.63,4.65,5.18,25.06,11.85,2.27,,,,,,,,,,,
2012.24,0.54,1.34,0.98,1.23,0.77,1.44,0.09,0.78,1.41,0.57,1.09,23.56,11.14,2.48,24.12,12.86,4.01,23.93,12.92,2.81,26.6,16.68,5.66,25.69,12.9,1.46,31.88,18.52,2.33,29.07,14.8,4.16,24.0,7.42,0.92,30.51,13.08,0.02,20.14,6.39,0.77,26.68,13.23,2.53,,,,,,,,,,,
2012.25,0.56,1.44,0.94,0.95,0.81,1.45,0.05,0.74,1.36,0.55,1.06,27.08,14.06,0.95,27.06,15.68,1.46,25.63,14.92,1.95,28.51,16.91,1.33,27.47,15.98,4.54,32.12,19.01,1.13,30.55,17.3,2.81,27.07,10.11,0.76,30.71,13.95,0.17,20.2,7.5,2.45,28.25,14.91,1.8,,,,,,,,,,,
2012.26,0.61,1.41,0.93,1.04,0.82,1.9,0.08,0.65,1.16,0.49,1.08,25.11,13.86,5.91,25.6,13.38,2.26,26.23,12.99,1.67,30.62,17.14,4.62,27.91,14.22,0.89,35.56,20.11,0.2,34.88,19.45,0.47,30.78,13.06,0.47,29.88,13.82,0.14,20.81,8.2,2.01,30.13,15.42,1.57,,,,,,,,,,,
2012.27,0.62,1.3,0.83,1.11,0.96,1.51,0.21,0.62,1.21,0.46,1.05,28.53,16.01,2.04,29.29,15.94,0.61,29.81,17.32,1.63,32.54,19.6,2.86,31.83,18.8,2.03,32.82,20.29,1.66,35.4,20.94,0.59,29.36,13.14,1.97,30.51,15.23,0.51,23.43,9.04,1.1,31.06,17.22,1.67,,,,,,,,,,,
2012.28,0.6,1.27,0.73,0.89,0.84,1.37,0.15,0.56,1.03,0.37,0.93,28.76,13.84,0.06,28.19,14.91,0.68,27.01,16.48,2.99,28.74,19.6,8.56,28.74,15.92,0.94,31.09,19.66,6.33,31.68,17.62,2.07,28.55,12.95,2.12,33.31,17.26,0.7,28.47,12.97,0.46,29.63,16.65,3.37,,,,,,,,,,,
2012.29,0.57,1.17,0.79,0.82,0.79,1.32,0.14,0.58,1.06,0.43,0.9,28.72,16.03,2.53,27.7,17.0,4.27,27.11,17.64,6.93,29.24,19.65,6.66,29.14,17.93,3.72,32.65,20.06,2.33,35.23,19.74,0.37,30.06,13.84,1.41,29.97,15.13,1.01,24.83,11.97,1.43,30.08,17.32,3.05,,,,,,,,,,,
2012.3,0.52,1.09,0.76,0.97,0.88,1.19,0.18,0.65,1.14,0.39,0.92,27.24,15.67,3.57,27.47,16.0,4.66,26.57,16.64,4.41,30.41,20.26,3.16,28.84,17.4,3.58,33.48,20.89,1.34,35.81,19.88,0.92,29.33,13.16,1.39,31.33,16.05,0.79,25.47,10.57,0.22,30.37,17.26,2.15,,,,,,,,,,,
2012.31,0.53,1.03,0.77,0.94,1.06,1.34,0.25,0.59,1.34,0.37,0.95,27.67,16.61,3.57,27.52,16.57,3.41,26.58,16.3,2.83,29.65,19.27,4.49,28.35,15.85,1.79,35.59,21.32,0.33,35.0,19.71,1.84,28.89,12.5,1.61,31.98,16.1,0.82,26.58,10.7,0.02,30.51,16.89,1.96,,,,,,,,,,,
2012.32,0.57,0.95,0.76,0.89,0.84,1.38,0.13,0.53,1.45,0.41,0.92,28.47,16.67,6.46,27.35,16.27,5.66,26.49,16.91,5.13,28.14,19.3,7.68,25.53,13.7,4.74,34.36,20.25,1.53,31.86,15.27,1.28,29.36,12.18,0.63,34.72,18.09,0.36,28.63,12.46,0.07,29.83,16.24,3.12,,,,,,,,,,,
2012.33,0.53,0.99,0.78,0.99,0.81,1.26,0.17,0.65,1.19,0.31,0.9,26.91,16.4,6.19,25.36,14.78,3.9,24.57,14.49,3.03,27.54,17.31,4.29,23.1,11.99,2.98,33.14,19.82,2.15,27.75,12.98,1.12,26.26,9.77,0.7,34.02,18.7,0.75,30.48,12.92,0.02,28.13,14.87,2.26,,,,,,,,,,,
2012.34,0.45,1.15,0.8,1.1,0.92,1.56,0.56,0.61,1.51,0.4,1.03,26.23,12.43,0.28,24.97,11.88,0.38,23.85,13.1,2.14,26.6,16.45,4.93,25.54,11.59,0.64,30.37,18.01,3.53,29.54,13.77,1.98,26.71,10.19,0.68,30.87,16.26,1.58,25.19,9.61,0.13,27.4,13.78,2.05,,,,,,,,,,,
2012.35,0.46,0.96,0.92,1.12,0.98,1.64,0.55,0.69,1.63,0.4,1.05,26.85,12.98,1.92,26.48,13.48,2.82,25.75,14.47,3.57,27.98,18.71,5.68,27.28,14.66,3.27,32.19,19.16,3.41,31.72,16.55,4.07,29.12,11.52,0.48,31.1,15.12,0.29,23.94,8.33,0.21,28.87,15.21,2.82,,,,,,,,,,,
2012.36,0.55,1.01,0.9,1.21,1.06,1.73,0.71,0.96,1.73,0.62,1.13,24.95,14.36,5.63,25.75,15.46,5.63,25.42,17.16,5.41,28.0,19.23,6.39,25.56,14.77,6.4,33.76,19.74,1.32,30.92,14.93,2.33,25.59,8.31,0.36,30.76,15.44,0.68,25.53,8.29,0.04,28.23,15.03,3.18,,,,,,,,,,,
2012.37,0.55,1.16,1.09,1.05,1.12,1.98,0.84,0.9,1.72,0.51,1.19,23.53,9.53,1.84,22.88,9.11,2.54,22.0,9.13,1.58,25.54,14.2,1.66,22.51,9.17,0.92,27.61,14.61,3.58,25.7,9.92,2.24,23.67,6.25,1.49,29.76,14.56,0.65,23.3,6.78,0.24,25.01,10.75,1.75,,,,,,,,,,,
2012.38,0.53,1.33,1.15,1.1,1.11,2.0,0.7,0.71,1.69,0.68,1.21,20.18,6.51,4.95,20.27,8.31,6.1,20.14,8.96,6.64,24.29,14.35,7.62,19.08,6.39,2.47,27.46,13.54,2.4,24.05,7.74,0.62,22.71,5.07,0.08,30.49,13.51,0.0,24.75,8.53,0.07,23.85,9.72,2.82,,,,,,,,,,,
2012.39,0.54,1.31,1.2,1.18,1.1,1.99,0.9,0.85,1.71,0.87,1.25,18.19,6.6,4.41,18.1,7.9,3.2,19.07,8.39,3.18,24.91,12.39,1.17,17.92,4.83,1.66,28.35,15.94,4.0,23.22,7.57,1.55,20.81,5.24,1.42,29.15,13.14,0.07,21.99,7.47,0.13,23.03,9.43,1.9,,,,,,,,,,,
2012.4,0.58,1.29,1.09,1.13,1.19,2.08,1.1,0.83,1.38,0.7,1.21,18.14,10.94,4.21,19.06,10.52,3.37,19.63,10.04,3.02,23.32,14.23,7.19,17.56,5.85,2.4,24.91,12.03,3.25,19.96,4.93,0.62,16.48,1.62,0.64,29.98,12.64,0.01,19.68,3.48,0.04,21.13,8.42,2.62,,,,,,,,,,,
2012.41,0.61,1.45,1.19,1.27,1.18,2.33,1.12,0.85,1.46,0.74,1.32,13.41,2.82,2.7,12.92,2.74,1.96,12.97,3.32,1.41,19.66,9.32,2.01,11.88,0.43,1.03,22.51,10.65,1.05,15.5,0.97,1.84,14.46,-0.61,0.73,22.95,9.06,0.68,18.51,3.8,1.42,17.16,4.67,1.35,,,,,,,,,,,
2012.42,0.78,1.54,1.19,1.27,1.23,1.95,1.41,0.88,1.52,0.79,1.33,15.85,4.24,5.86,16.62,4.84,5.99,16.99,5.27,3.52,21.79,9.7,2.5,14.85,5.13,5.84,25.19,10.39,1.71,19.61,6.09,2.92,16.0,1.4,0.91,26.47,10.21,0.16,14.68,4.64,7.22,19.48,6.57,3.05,,,,,,,,,,,
2012.43,0.6,1.57,1.18,1.3,1.17,2.54,1.31,0.81,1.57,0.71,1.37,16.42,4.24,0.37,16.39,7.81,1.67,18.34,7.22,0.37,22.69,9.5,0.59,16.14,6.01,3.54,24.01,11.22,0.69,17.65,5.08,1.5,9.38,-2.27,1.71,19.36,6.51,1.9,7.6,0.44,4.62,17.35,5.72,1.68,,,,,,,,,,,
2012.44,0.65,1.63,1.42,1.43,1.33,2.6,1.61,1.04,1.59,0.98,1.51,14.0,7.2,7.43,10.75,5.83,7.07,8.73,3.93,14.85,15.86,4.54,1.03,7.53,-0.37,1.52,22.12,5.35,0.04,15.07,-0.18,0.0,13.28,-0.37,0.36,22.8,7.53,0.69,13.05,6.11,8.17,14.96,3.21,2.47,,,,,,,,,,,
2012.45,0.61,1.48,1.35,1.77,1.43,3.18,1.54,1.01,1.67,0.99,1.61,5.86,-2.02,1.96,5.63,-1.94,1.03,7.84,-0.85,0.37,15.81,3.5,1.18,7.83,-0.59,0.63,22.96,7.83,0.56,14.9,1.52,0.42,11.98,-1.61,1.13,20.53,6.27,0.94,10.68,1.81,1.64,14.02,2.08,0.91,,,,,,,,,,,
2012.46,0.69,1.57,1.45,2.21,1.46,3.27,1.85,1.1,1.73,1.3,1.75,10.28,-1.15,1.25,10.4,-0.25,1.76,11.56,-0.06,1.72,15.97,3.99,2.36,8.92,-2.15,2.16,16.63,2.24,1.03,12.12,-3.71,2.22,5.27,-7.29,0.63,16.19,3.13,1.5,6.58,0.1,3.75,11.75,-0.61,1.77,,,,,,,,,,,
2012.47,0.86,2.05,1.83,3.25,1.84,4.55,2.13,1.58,1.84,1.54,2.33,9.31,-3.7,0.11,9.92,-2.25,0.17,11.12,-0.99,0.06,16.63,3.32,0.26,10.71,-0.66,0.4,19.98,4.92,0.25,15.46,-0.5,0.17,10.84,-3.3,0.43,18.16,5.26,2.68,7.76,1.27,13.28,14.01,0.91,1.39,,,,,,,,,,,
2012.48,0.9,2.24,1.85,3.0,1.82,3.89,2.03,1.51,1.73,1.25,2.23,2.16,-5.89,0.5,3.4,-2.93,1.07,6.41,-2.42,0.73,14.63,1.04,0.97,4.39,-4.35,0.14,18.74,3.31,0.33,10.24,-4.79,0.08,8.16,-4.86,0.38,17.25,5.69,6.1,7.03,0.45,5.88,10.79,-1.11,1.32,,,,,,,,,,,
2012.49,1.29,2.71,2.63,4.73,2.51,4.7,2.24,1.91,1.77,1.32,2.98,7.36,-2.89,2.18,8.5,0.12,3.06,11.69,1.69,2.06,18.66,8.1,1.08,9.2,0.77,2.15,20.51,7.54,0.86,13.86,-0.12,0.47,7.92,-4.33,0.83,16.14,4.91,5.14,6.17,0.62,9.05,13.24,2.37,2.15,,,,,,,,,,,
2012.5,1.85,3.2,3.66,5.21,3.4,5.75,2.7,2.56,2.03,1.7,3.63,5.56,-3.63,2.94,6.65,-1.84,2.49,8.83,-0.0,2.13,14.94,5.03,4.2,4.07,-4.3,1.9,14.08,0.09,1.37,7.05,-6.51,1.43,1.18,-10.28,1.01,12.07,0.94,2.27,3.59,-2.24,2.81,8.34,-2.31,2.17,,,,,,,,,,,
2012.51,2.78,4.02,5.08,5.53,4.56,7.25,4.33,3.47,2.54,1.92,4.55,3.96,-2.41,8.65,6.06,-0.34,7.98,8.06,1.22,5.86,14.95,4.26,5.42,3.7,-2.6,4.1,16.23,1.04,1.15,5.87,-5.38,1.51,0.71,-11.02,1.08,9.78,-0.42,4.71,2.62,-3.38,9.8,8.05,-2.09,3.96,,,,,,,,,,,
2012.52,4.14,5.12,7.01,6.52,5.99,9.05,6.89,4.82,3.27,3.85,6.03,0.43,-7.59,4.6,0.61,-5.08,5.37,3.5,-2.64,5.17,11.22,1.67,7.93,-1.59,-7.44,1.39,10.56,-2.18,2.12,-2.14,-11.74,0.25,-3.55,-14.82,1.03,8.92,-0.9,5.04,2.02,-3.43,4.72,3.63,-5.56,3.42,,,,,,,,,,,
2013.01,3.1,4.72,6.04,4.77,4.65,7.41,6.18,4.33,2.93,2.75,4.96,-2.25,-12.84,1.77,-0.34,-7.84,1.29,2.26,-4.32,0.95,9.86,0.51,2.44,-2.01,-10.79,0.26,7.22,-2.32,2.11,0.37,-10.86,0.58,-2.13,-15.17,0.18,9.33,-3.35,0.42,0.99,-6.84,0.7,3.08,-6.99,1.1,,,,,,,,,,,
2013.02,3.07,5.32,6.12,3.76,3.97,6.9,5.53,4.18,3.09,2.71,4.69,3.27,-8.32,0.68,4.84,-4.05,1.13,7.33,-1.83,0.83,15.24,5.69,2.39,4.95,-4.36,2.53,12.89,1.19,7.13,7.03,-5.15,0.97,2.1,-11.31,0.73,9.89,-2.16,1.13,2.76,-4.44,4.88,7.99,-2.82,2.6,,,,,,,,,,,
2013.03,2.81,5.91,5.73,3.34,3.83,6.73,5.7,4.36,4.09,2.95,4.7,3.77,-5.17,1.68,4.74,-2.84,2.06,6.78,0.2,6.55,14.44,5.21,9.82,0.84,-8.31,2.68,9.37,-3.44,1.87,3.41,-8.95,0.57,-1.49,-14.62,0.2,10.66,-4.01,0.03,2.33,-7.04,0.19,5.84,-5.13,2.88,,,,,,,,,,,
2013.04,2.45,4.98,3.32,2.81,3.45,6.58,5.72,4.18,5.08,3.48,4.16,-4.9,-15.24,0.29,-3.7,-12.78,0.68,-0.06,-8.45,0.64,11.04,-0.42,0.58,-5.5,-14.24,0.5,17.14,2.22,0.09,3.21,-9.97,0.03,4.66,-8.74,0.33,15.69,3.34,2.12,4.54,-3.51,2.63,6.18,-5.48,0.67,,,,,,,,,,,
2013.05,2.18,4.04,3.45,2.74,3.18,5.4,5.6,3.63,4.55,2.79,3.7,1.6,-9.35,3.69,3.2,-6.23,5.16,5.99,-3.82,6.88,13.94,2.51,4.77,1.56,-7.7,5.71,16.77,3.39,1.46,5.67,-5.93,2.73,1.63,-10.18,1.51,13.34,1.01,1.26,5.26,-1.03,4.33,7.99,-3.07,3.42,,,,,,,,,,,
2013.06,1.87,3.66,2.84,2.47,2.89,4.37,4.76,3.14,4.37,2.57,3.24,-3.23,-12.06,4.28,-1.68,-9.57,3.19,2.21,-4.92,1.99,13.69,1.93,2.84,-1.12,-9.93,1.62,17.61,4.38,1.05,8.88,-3.62,0.84,5.32,-7.69,0.38,13.67,1.41,0.75,5.89,-1.73,1.6,8.17,-2.95,1.55,,,,,,,,,,,
2013.07,1.57,3.16,2.84,2.33,2.65,3.72,3.67,2.67,4.01,2.13,2.89,3.04,-8.12,1.66,3.58,-6.04,1.25,7.01,-2.87,1.61,13.69,3.51,5.66,2.49,-5.78,1.45,13.84,0.96,2.47,6.57,-5.49,0.93,1.06,-10.76,0.88,14.14,-0.41,0.22,7.34,-1.57,0.73,7.96,-3.13,2.01,,,,,,,,,,,
2013.08,1.42,3.41,2.77,2.21,2.44,3.32,3.27,2.32,3.35,1.88,2.72,0.5,-8.8,1.92,-0.12,-8.16,1.14,2.45,-5.56,1.13,11.66,0.12,5.07,-0.95,-10.24,2.0,14.6,1.27,2.14,2.72,-9.19,2.86,1.28,-11.3,0.93,12.26,-0.52,1.33,4.71,-3.12,3.47,6.08,-5.07,2.41,,,,,,,,,,,
2013.09,1.28,2.87,2.69,2.22,2.42,3.16,2.52,2.07,3.16,1.29,2.52,3.66,-2.36,5.72,3.83,-2.51,4.23,5.46,-1.38,3.25,11.96,3.11,5.27,1.58,-5.47,2.6,13.48,-0.59,1.51,2.05,-6.53,1.67,2.07,-10.35,1.02,15.99,0.59,0.12,7.21,-1.25,3.15,7.26,-2.92,2.56,,,,,,,,,,,
2013.1,1.25,2.95,2.97,2.45,2.25,3.16,2.24,1.77,3.09,0.94,2.55,3.71,-2.69,2.49,2.75,-3.99,1.47,4.45,-2.54,3.06,11.51,-0.45,1.68,1.49,-7.09,1.77,18.1,3.25,0.36,7.79,-4.28,0.89,6.28,-6.99,1.12,14.99,3.13,2.65,7.77,-2.69,2.49,9.03,-2.37,1.55,,,,,,,,,,,
2013.11,1.21,2.74,2.72,2.31,2.45,3.18,1.9,1.7,2.79,1.14,2.43,6.66,-3.82,3.22,7.18,-2.69,2.99,9.87,-0.86,3.0,16.53,3.03,3.3,4.7,-3.52,2.86,19.87,3.51,1.91,11.07,-3.11,2.47,9.12,-4.75,0.85,21.73,5.12,0.05,11.86,1.83,1.79,12.79,-0.22,2.14,,,,,,,,,,,
2013.12,1.14,2.55,2.38,1.94,2.12,2.61,1.66,1.28,2.48,0.83,2.11,1.84,-8.47,3.39,1.97,-5.96,2.77,5.54,-2.53,2.51,15.41,4.01,3.36,0.97,-8.09,1.51,20.1,6.74,0.76,5.91,-4.52,1.36,4.52,-8.89,1.39,18.84,4.9,0.72,6.92,-2.9,4.34,9.67,-1.68,1.97,,,,,,,,,,,
2013.13,1.23,2.28,2.25,1.78,1.91,2.49,1.43,1.22,2.16,0.79,1.95,8.08,-2.38,0.25,6.7,-1.96,0.56,6.7,-1.25,2.27,12.77,1.63,4.36,5.58,-3.48,1.15,17.59,3.27,0.75,8.54,-3.89,1.82,7.52,-7.64,0.44,20.59,5.71,0.16,12.72,0.54,0.55,11.21,-1.01,1.46,,,,,,,,,,,
2013.14,1.26,2.02,1.93,1.56,1.74,2.41,1.09,1.19,1.86,0.67,1.75,9.29,-3.35,1.43,8.26,-2.93,1.23,10.01,-1.55,1.89,16.89,6.1,4.53,8.3,-3.27,0.3,19.63,6.86,4.34,13.93,-0.41,0.54,12.88,-1.95,0.68,20.41,7.19,1.88,14.87,4.08,3.52,14.42,1.87,2.24,,,,,,,,,,,
2013.15,1.31,1.69,1.62,1.24,1.46,2.1,1.02,1.01,1.66,0.43,1.5,10.74,0.92,3.89,13.11,3.0,5.87,19.77,6.71,3.46,23.33,10.31,4.22,11.26,2.85,7.61,21.83,7.78,2.22,13.42,1.54,5.73,7.17,-5.85,2.29,20.16,5.76,0.75,10.18,0.37,4.42,15.71,3.57,3.93,,,,,,,,,,,
2013.16,1.08,1.67,1.15,1.04,1.37,1.93,0.84,0.93,1.5,0.48,1.32,14.59,1.67,2.09,14.93,3.55,2.79,18.02,7.26,3.76,22.76,11.11,5.61,11.41,1.98,9.94,22.87,8.93,2.2,11.22,0.65,5.54,4.37,-6.33,3.11,19.25,4.71,0.21,9.7,-0.26,2.95,15.1,3.54,4.26,,,,,,,,,,,
2013.17,0.81,1.59,1.11,0.86,1.24,1.88,0.95,0.93,1.47,0.42,1.23,13.53,0.09,0.74,13.33,0.5,0.61,14.65,1.94,0.51,20.08,7.43,2.0,11.9,0.51,2.96,21.59,7.15,1.08,14.6,0.89,3.41,11.32,-3.76,1.21,24.86,7.85,0.01,16.44,1.57,0.38,16.63,2.81,1.54,,,,,,,,,,,
2013.18,0.81,1.58,1.07,0.82,1.12,1.77,0.81,0.96,1.5,0.43,1.2,20.35,2.98,0.0,19.12,5.65,0.65,17.1,6.42,2.06,20.48,11.83,9.26,18.6,7.39,2.81,23.56,8.92,2.46,18.25,4.57,4.38,14.05,-1.31,1.59,27.14,9.83,0.01,16.29,2.18,0.76,19.47,6.24,3.19,,,,,,,,,,,
2013.19,0.74,1.52,1.0,0.91,1.17,1.92,0.71,0.9,1.38,0.2,1.19,21.9,7.18,2.46,20.43,7.66,4.38,18.33,8.33,6.65,20.78,10.42,7.02,19.1,7.29,2.97,23.41,10.15,3.28,18.96,6.78,2.38,16.6,1.95,1.75,22.77,9.59,0.97,23.74,7.66,0.25,20.37,7.64,3.32,,,,,,,,,,,
2013.2,0.64,1.48,0.92,0.93,1.22,1.87,0.59,0.77,1.46,0.31,1.17,17.79,4.3,1.71,16.8,4.34,1.13,18.51,6.51,1.74,23.77,11.23,1.62,19.83,7.01,1.18,27.12,13.47,1.71,25.89,10.32,0.58,22.81,7.05,1.05,26.9,11.52,0.2,17.72,6.49,1.88,22.92,9.19,1.27,,,,,,,,,,,
2013.21,0.62,1.4,0.98,0.95,1.1,1.73,0.81,0.82,1.27,0.36,1.13,20.15,9.37,10.51,20.9,10.68,6.65,21.1,11.64,4.04,25.24,14.88,5.09,20.6,9.96,4.62,28.29,15.76,4.25,22.47,11.11,4.69,18.23,5.01,2.79,25.07,8.86,0.05,14.34,3.45,4.06,22.34,10.57,4.18,,,,,,,,,,,
2013.22,0.64,1.45,0.99,0.83,1.3,1.64,0.74,0.91,1.24,0.25,1.14,21.69,8.76,4.25,21.67,9.83,3.74,22.72,10.42,1.11,26.24,14.91,1.08,21.27,11.88,7.25,28.97,17.94,2.96,25.1,14.06,10.96,19.24,5.9,3.62,26.39,10.93,0.5,15.78,5.47,3.76,23.53,11.81,3.98,,,,,,,,,,,
2013.23,0.56,1.27,0.89,0.65,1.22,1.42,0.21,0.74,1.26,0.31,1.01,22.81,11.15,10.52,20.45,10.64,10.56,21.6,12.57,9.04,25.69,17.11,10.45,18.87,9.0,1.84,29.3,16.0,3.29,22.04,10.18,1.82,21.65,6.25,1.16,31.81,14.51,0.02,23.32,8.2,0.12,24.15,11.87,4.15,,,,,,,,,,,
2013.24,0.65,1.34,0.96,0.7,1.18,1.31,0.18,0.72,1.3,0.31,1.02,20.74,10.63,9.37,20.17,11.52,9.37,22.79,13.54,7.97,27.75,17.65,5.53,23.37,12.75,4.55,31.69,19.01,1.94,28.92,15.05,2.43,26.24,9.53,1.06,30.1,13.85,0.14,20.02,6.6,0.72,26.52,13.85,3.44,,,,,,,,,,,
2013.25,0.55,1.28,0.85,0.63,1.09,1.54,0.25,0.72,1.23,0.26,1.0,24.25,10.57,1.78,22.86,10.55,1.85,23.24,12.78,2.54,27.2,17.46,4.99,24.71,13.37,4.24,31.62,19.34,2.3,29.34,17.03,3.51,25.5,9.06,1.43,29.04,12.15,0.08,19.5,7.56,2.43,26.64,13.94,2.79,,,,,,,,,,,
2013.26,0.57,1.16,0.79,0.61,1.0,1.34,0.14,0.65,1.09,0.17,0.91,27.1,16.7,7.75,26.38,16.5,7.15,25.89,16.08,5.87,28.38,18.84,4.89,26.02,16.33,7.06,33.84,20.51,0.29,30.7,18.35,3.19,27.85,11.37,1.31,31.07,15.93,0.98,22.31,11.19,2.95,28.62,16.43,3.48,,,,,,,,,,,
2013.27,0.59,1.21,0.8,0.63,1.09,1.47,0.12,0.59,1.03,0.14,0.95,28.21,18.84,4.75,25.74,17.59,5.96,25.18,17.36,6.16,25.73,18.16,13.97,23.51,14.17,2.98,30.89,17.0,1.18,28.0,14.0,0.45,27.73,12.15,1.12,35.13,19.29,0.54,28.47,13.07,0.2,27.84,15.76,3.9,,,,,,,,,,,
2013.28,0.52,1.11,0.67,0.48,0.95,1.34,0.1,0.57,0.92,0.24,0.83,27.37,17.72,3.61,26.14,17.36,3.49,24.96,16.92,7.14,27.27,18.96,7.66,25.84,15.81,4.31,33.11,20.42,1.27,32.31,19.16,1.3,28.92,13.05,1.74,32.18,16.82,0.65,26.0,10.31,0.09,28.94,16.86,3.17,,,,,,,,,,,
2013.29,0.53,1.02,0.68,0.5,0.83,1.31,0.15,0.61,0.95,0.24,0.8,31.54,19.38,1.85,29.43,18.79,1.45,28.07,18.3,1.34,28.17,19.13,4.71,28.71,18.56,1.66,29.27,18.7,6.2,30.97,18.29,1.4,27.42,12.68,2.44,32.11,16.56,0.8,28.22,11.47,0.17,29.08,17.08,2.76,,,,,,,,,,,
2013.3,0.45,0.97,0.71,0.57,0.81,1.22,0.12,0.75,1.0,0.21,0.81,25.22,14.83,7.01,24.27,13.85,4.95,24.54,15.11,4.57,27.3,18.65,5.94,23.54,13.04,3.6,31.19,20.0,4.23,28.68,16.15,4.65,27.63,11.77,1.02,31.72,17.85,1.3,29.54,12.19,0.06,27.8,15.74,3.57,,,,,,,,,,,
2013.31,0.47,0.97,0.76,0.54,0.8,1.5,0.12,0.58,0.94,0.12,0.8,26.22,14.75,3.31,23.21,13.39,4.89,22.97,13.64,4.31,27.1,17.94,4.54,21.83,11.85,2.78,32.29,20.22,1.44,25.69,15.29,6.87,25.35,11.13,2.08,30.63,15.62,0.38,24.23,10.48,0.69,26.47,14.89,3.03,,,,,,,,,,,
2013.32,0.53,0.92,0.65,0.54,0.71,1.21,0.86,0.66,1.0,0.22,0.78,24.54,13.07,6.07,23.1,13.13,5.11,23.2,14.46,4.58,27.72,19.2,5.02,23.41,13.31,2.25,32.93,20.43,2.22,26.79,16.85,6.73,25.17,10.72,2.32,29.75,14.54,0.33,27.66,12.05,0.45,27.09,15.43,3.28,297.0,924.0,866.0,1181.0,1126.0,676.0,755.0,194.0,1262.0,245.0,7526.0
