Week,R01.%ILI,R02.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,USA.%ILI,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp,R01.tweets,R02.tweets,R03.tweets,R04.tweets,R05.tweets,R06.tweets,R07.tweets,R08.tweets,R09.tweets,R10.tweets,USA.tweets
2001.47,0.78,1.14,1.82,1.02,1.66,0.09,1.47,0.84,3.67,1.72,1.48,10.03,-2.45,0.47,12.14,-0.93,0.9,14.0,-0.91,0.67,18.81,4.95,2.66,12.24,1.69,1.97,18.54,5.12,1.22,14.28,0.86,2.89,8.95,-4.43,1.79,16.73,4.88,4.23,7.59,1.11,8.91,14.05,1.53,2.56,,,,,,,,,,,
2001.48,0.7,1.19,1.36,1.07,1.6,0.66,1.22,0.85,3.11,1.68,1.41,11.53,3.38,3.65,14.11,5.83,4.55,16.7,7.09,4.06,21.11,10.09,6.36,7.89,1.85,5.98,13.53,0.91,5.0,4.94,-4.23,1.97,-1.2,-11.31,2.02,10.03,-0.02,4.63,3.43,-2.43,11.06,9.86,0.3,4.83,,,,,,,,,,,
2001.49,0.71,1.28,1.47,0.83,1.49,0.41,1.07,1.16,2.64,1.86,1.26,12.57,0.31,0.41,14.18,1.89,0.63,15.99,2.98,0.86,20.65,7.42,1.14,10.67,1.5,0.84,19.07,7.49,2.27,13.82,-0.21,0.33,4.57,-7.28,1.02,12.85,1.15,4.64,3.98,-2.31,8.39,13.16,1.56,1.93,,,,,,,,,,,
2001.5,0.82,1.15,1.49,0.8,1.45,0.23,0.98,1.14,2.93,1.62,1.27,5.77,-3.58,3.25,7.92,-0.97,3.15,10.91,2.3,3.82,16.83,8.95,6.13,6.32,-1.96,2.32,12.86,0.7,4.26,8.56,-3.2,1.28,2.23,-10.31,0.57,9.57,-1.26,2.5,3.07,-3.36,9.74,8.97,-1.08,3.54,,,,,,,,,,,
2001.51,0.74,1.13,1.85,1.01,1.81,1.13,1.15,1.56,3.1,1.51,1.53,2.23,-4.75,3.28,4.83,-2.0,3.06,8.26,-1.03,2.41,15.94,3.38,2.41,5.46,-2.14,3.12,15.54,1.07,4.15,9.32,-4.13,1.37,3.38,-10.11,0.51,11.27,-0.18,3.52,3.69,-3.01,6.88,9.21,-2.16,2.83,,,,,,,,,,,
2001.52,1.33,1.81,2.15,1.77,2.41,0.79,1.2,1.93,3.99,1.91,2.13,1.76,-8.26,1.92,2.01,-6.94,1.79,3.74,-5.74,1.08,10.87,-1.36,1.51,-2.2,-9.05,1.18,11.86,-2.73,0.47,1.96,-10.03,0.14,0.31,-12.42,0.25,11.8,0.93,2.57,2.86,-4.68,1.28,5.15,-6.01,1.03,,,,,,,,,,,
2002.01,1.19,1.88,2.47,1.37,2.32,0.2,1.06,1.65,3.66,2.76,1.94,-0.19,-9.58,0.24,-0.3,-8.38,0.5,0.27,-8.57,0.31,6.42,-4.09,1.5,-2.89,-11.74,0.18,6.39,-4.25,1.17,-0.46,-12.63,0.03,-0.89,-13.15,0.5,12.59,3.06,4.5,4.56,-1.37,3.83,2.87,-7.27,1.23,,,,,,,,,,,
2002.02,1.23,1.81,1.61,1.37,1.63,0.45,1.28,1.91,3.19,1.41,1.67,3.01,-5.2,3.0,3.4,-3.85,3.07,5.56,-2.79,3.55,11.78,-0.55,2.44,3.89,-4.17,0.45,15.33,0.38,0.83,9.93,-5.04,0.1,7.03,-5.74,0.62,16.05,3.25,1.15,7.56,0.8,8.3,9.46,-2.17,1.8,,,,,,,,,,,
2002.03,1.29,2.61,3.03,1.97,1.74,1.48,1.2,2.55,3.11,2.59,2.07,0.96,-7.06,3.42,3.29,-4.73,1.28,6.38,-2.75,1.01,13.31,0.76,3.64,1.07,-6.67,0.8,14.77,0.41,0.52,4.86,-7.0,0.36,-0.91,-12.98,0.47,12.09,-1.36,0.09,2.15,-4.95,2.55,6.69,-4.54,1.3,,,,,,,,,,,
2002.04,1.61,5.04,3.56,2.75,2.32,1.23,2.55,3.64,4.4,2.39,2.87,3.82,-6.88,2.03,4.95,-3.58,1.99,7.98,-2.04,3.6,15.7,4.11,9.49,5.23,-4.4,0.71,15.92,0.61,1.68,10.67,-5.64,0.41,3.1,-10.56,0.89,11.75,-2.14,1.13,2.95,-3.11,11.99,9.33,-2.99,3.37,,,,,,,,,,,
2002.05,2.57,4.11,4.19,2.17,2.42,2.46,3.36,3.7,4.24,1.64,2.95,4.75,-5.45,3.68,9.86,-2.0,3.88,15.91,1.65,1.45,20.3,7.62,1.28,5.25,-3.51,4.86,16.0,2.89,2.63,4.32,-7.0,3.76,-0.77,-14.09,0.73,8.91,-3.4,1.31,1.5,-6.39,3.42,9.11,-2.68,2.48,,,,,,,,,,,
2002.06,2.51,2.45,3.63,2.32,2.81,1.69,3.46,3.8,4.66,3.67,2.93,0.51,-11.3,0.19,3.6,-7.4,0.52,5.83,-4.9,1.03,10.58,0.51,4.03,3.36,-7.07,0.14,10.86,-0.24,2.36,5.76,-7.22,0.28,4.52,-10.99,0.44,14.73,-0.74,1.13,5.37,-3.88,5.45,7.31,-4.69,1.71,,,,,,,,,,,
2002.07,2.87,2.2,3.48,2.41,3.51,2.29,4.0,2.42,4.74,5.57,3.16,3.25,-11.85,3.0,5.21,-7.29,2.24,8.56,-4.07,1.15,15.1,1.55,0.79,5.41,-4.72,0.64,14.36,-1.25,0.11,8.63,-4.86,0.41,5.8,-10.65,0.29,16.85,1.79,0.21,7.52,-4.73,0.68,10.01,-3.88,0.64,,,,,,,,,,,
2002.08,2.36,2.01,3.16,2.37,3.78,2.22,3.16,2.27,5.6,2.89,3.12,6.31,-4.72,2.28,7.62,-3.38,0.88,10.13,-1.73,0.59,15.99,2.42,2.05,5.79,-3.35,3.1,18.74,2.53,1.31,12.73,-1.82,1.01,8.51,-5.68,0.73,16.4,3.33,2.63,8.73,0.05,5.84,12.1,-0.85,1.95,,,,,,,,,,,
2002.09,1.71,1.53,3.8,2.18,3.54,2.19,2.81,1.95,4.32,1.93,2.74,6.14,-6.24,1.92,7.47,-5.02,0.96,8.88,-4.92,1.0,13.05,-1.71,2.29,2.4,-7.26,2.34,14.01,-2.46,1.09,3.11,-10.36,1.31,-2.51,-16.66,1.12,18.42,2.01,0.05,5.89,-6.54,0.61,7.54,-6.35,1.37,,,,,,,,,,,
2002.1,0.89,1.5,3.3,1.45,2.59,1.28,2.57,1.53,3.95,2.79,2.15,6.34,-4.9,2.91,8.94,-4.15,2.6,11.88,-2.82,2.35,15.5,1.07,2.86,3.39,-7.77,3.52,15.87,-0.26,0.59,5.99,-8.78,1.3,1.65,-13.04,1.18,15.49,0.4,2.32,5.92,-4.76,3.41,9.32,-4.69,2.1,,,,,,,,,,,
2002.11,0.76,2.09,2.92,1.21,2.18,1.39,1.71,1.52,3.44,2.75,1.92,7.62,-3.71,2.38,10.3,-1.39,1.71,13.9,1.47,2.33,19.15,6.37,4.12,7.32,-3.77,2.0,20.07,4.5,1.06,10.72,-3.68,0.45,5.4,-8.46,1.47,14.95,1.44,1.07,5.61,-1.91,8.09,12.32,-0.61,2.31,,,,,,,,,,,
2002.12,0.76,1.59,2.94,0.86,2.11,0.67,1.47,0.59,2.94,2.92,1.63,3.14,-6.23,3.77,4.76,-3.93,4.25,8.67,-0.45,6.24,18.93,7.72,6.31,4.4,-4.16,1.29,18.03,5.08,4.53,8.63,-4.97,1.04,4.4,-10.41,0.82,16.89,2.09,1.82,7.18,-2.77,4.05,10.82,-1.1,3.23,,,,,,,,,,,
2002.13,0.65,1.08,2.25,0.61,1.96,0.28,0.97,0.48,3.43,5.08,1.46,7.27,-3.36,5.44,8.03,-1.89,4.27,12.36,0.73,3.58,20.81,6.34,3.69,6.11,-4.08,2.88,21.21,6.28,1.83,11.96,-2.27,1.05,8.49,-5.25,0.56,19.47,4.04,0.48,10.86,0.08,1.48,13.81,0.61,2.15,,,,,,,,,,,
2002.14,0.75,0.97,2.26,0.7,1.52,0.25,1.21,0.57,2.31,2.17,1.19,10.71,-0.63,3.79,10.21,-0.45,2.36,13.22,1.21,2.44,20.08,7.27,3.79,6.59,-3.05,1.54,21.03,7.4,1.53,13.35,-1.93,0.2,12.17,-4.8,0.21,23.19,7.28,0.09,15.06,0.93,0.6,15.33,1.69,1.52,,,,,,,,,,,
2002.15,0.53,0.61,1.94,0.35,0.99,0.86,0.96,0.47,1.89,0.99,0.9,13.3,0.66,1.23,14.63,1.79,1.74,17.16,3.51,1.64,21.68,10.76,3.29,14.32,3.15,5.08,23.58,10.77,5.6,18.59,5.69,2.85,15.61,0.54,0.66,22.96,7.88,0.32,13.66,3.54,5.6,18.46,5.75,3.11,,,,,,,,,,,
2002.16,0.69,0.54,1.44,0.37,0.87,0.07,0.95,0.44,1.96,0.85,0.82,22.14,8.05,4.34,25.95,11.9,3.44,26.77,12.98,3.41,27.43,15.2,1.15,23.38,10.66,2.6,27.08,15.24,0.97,25.1,10.09,1.74,14.5,-0.22,1.33,18.63,4.81,0.99,10.01,0.12,4.54,22.27,9.15,1.95,,,,,,,,,,,
2002.17,0.36,0.41,1.48,0.48,0.68,0.0,0.78,0.38,1.74,0.5,0.71,10.33,-1.13,2.94,11.1,0.18,2.55,15.69,3.34,3.47,24.24,11.59,1.99,11.75,1.27,3.97,25.84,12.93,1.16,16.92,3.38,4.23,13.26,-2.08,1.16,22.26,6.58,0.54,13.4,0.1,1.04,17.95,4.83,2.17,,,,,,,,,,,
2002.18,0.21,0.34,1.52,0.24,0.5,0.0,0.79,0.59,2.04,0.0,0.61,10.15,1.28,5.64,12.95,2.48,6.7,18.6,5.42,7.81,25.24,13.97,5.91,13.9,3.07,4.07,28.25,14.54,0.72,18.43,4.79,2.01,15.45,-0.56,0.86,19.94,5.55,0.76,15.41,1.79,0.62,19.46,6.42,2.94,,,,,,,,,,,
2002.19,0.22,0.37,1.32,0.4,0.58,0.0,0.69,0.69,1.93,0.28,0.63,19.86,5.75,0.78,19.84,6.58,1.72,21.15,8.77,3.23,26.29,15.14,1.91,17.62,6.68,6.18,28.81,16.1,1.29,21.78,8.1,7.55,14.94,-0.33,1.32,23.28,7.04,0.05,12.31,-0.22,1.33,21.27,8.18,2.7,,,,,,,,,,,
2002.2,0.26,0.32,1.05,0.24,0.42,0.0,0.8,0.74,1.83,0.2,0.57,14.43,4.07,10.54,15.61,5.64,10.75,20.83,7.9,7.55,25.47,12.11,4.6,15.67,4.77,7.33,26.95,12.72,2.76,20.13,6.81,4.87,18.01,2.03,1.01,26.96,9.43,0.02,18.32,3.34,0.95,21.29,7.47,4.06,,,,,,,,,,,
2002.21,,,,,,,,,,,,17.48,2.21,1.15,16.19,2.37,0.87,17.26,3.28,0.59,21.93,8.14,1.06,15.71,3.89,1.1,26.26,12.34,0.39,19.77,7.08,3.29,17.82,2.15,2.2,22.6,7.34,1.45,16.25,4.45,2.35,19.95,6.16,1.48,,,,,,,,,,,
2002.22,,,,,,,,,,,,23.44,11.05,3.45,24.17,11.99,4.0,25.98,13.65,2.31,27.85,15.6,2.42,24.81,12.02,2.27,29.75,15.93,3.26,27.93,13.56,1.96,25.68,7.74,0.46,29.2,12.53,0.12,20.66,8.1,1.92,26.63,12.52,2.03,,,,,,,,,,,
2002.23,,,,,,,,,,,,20.19,7.4,5.65,21.55,9.43,6.26,25.61,13.45,5.11,29.76,18.16,3.48,22.59,11.56,5.15,31.04,18.06,1.59,28.0,14.98,2.28,23.49,7.61,1.93,29.82,12.75,0.05,18.63,5.43,0.92,26.18,12.93,2.82,,,,,,,,,,,
2002.24,,,,,,,,,,,,20.48,9.87,5.43,22.79,12.56,4.94,26.27,14.83,4.19,29.06,16.61,2.62,24.45,14.21,4.16,32.27,19.49,2.16,28.01,15.69,4.82,23.48,6.73,1.35,29.41,11.91,0.02,23.37,7.46,0.67,26.9,13.53,2.69,,,,,,,,,,,
2002.25,,,,,,,,,,,,22.59,10.32,2.45,23.1,11.06,2.41,25.25,12.18,1.16,27.79,16.1,3.54,25.77,13.89,2.41,32.01,18.19,1.64,29.55,16.5,1.14,27.38,10.19,1.15,30.72,13.79,0.11,21.92,7.99,1.74,27.65,13.85,1.82,,,,,,,,,,,
2002.26,,,,,,,,,,,,27.5,14.4,3.78,27.67,16.58,4.08,29.35,17.34,2.99,28.57,19.24,5.96,28.76,17.22,3.26,32.27,18.76,2.88,32.22,18.41,0.79,30.69,12.3,0.65,32.38,14.79,0.03,25.71,11.11,2.43,30.0,16.37,2.65,,,,,,,,,,,
2002.27,,,,,,,,,,,,29.78,17.13,1.5,29.42,17.25,0.11,30.27,17.31,0.59,30.73,19.18,3.36,30.04,18.18,0.45,30.43,19.65,10.37,31.48,19.44,0.99,30.34,12.92,0.96,32.91,15.73,0.03,23.3,7.93,0.32,30.16,16.8,2.61,,,,,,,,,,,
2002.28,,,,,,,,,,,,25.16,12.1,1.46,25.69,12.36,0.98,27.24,13.77,2.18,29.37,18.91,5.23,27.12,15.15,3.59,32.07,19.86,2.39,30.87,18.16,2.54,30.46,12.6,1.12,35.57,17.92,0.25,30.26,12.41,0.74,30.03,16.17,2.42,,,,,,,,,,,
2002.29,,,,,,,,,,,,25.92,13.82,2.98,28.15,15.34,2.01,28.57,17.18,3.28,30.44,20.09,3.0,28.84,16.5,1.26,30.47,19.66,4.68,32.24,18.21,0.83,31.74,14.12,0.85,31.76,16.53,0.8,27.71,11.93,0.2,30.21,16.96,2.06,,,,,,,,,,,
2002.3,,,,,,,,,,,,25.46,12.74,2.06,26.46,15.29,2.19,27.63,17.63,4.17,30.03,20.04,5.33,27.91,16.93,4.01,32.9,20.64,1.4,32.82,18.79,2.19,28.57,12.24,1.46,32.07,16.13,0.8,28.53,12.38,0.22,29.92,16.91,2.54,,,,,,,,,,,
2002.31,,,,,,,,,,,,28.38,16.77,2.09,30.35,18.49,2.72,31.11,19.36,1.79,31.51,20.36,2.81,29.26,18.03,3.6,32.84,20.73,1.86,32.7,18.36,1.73,28.76,11.35,0.56,31.76,16.45,0.37,25.26,9.03,0.14,30.52,17.08,1.8,,,,,,,,,,,
2002.32,,,,,,,,,,,,26.6,13.38,0.64,26.72,13.55,0.58,27.95,13.82,1.02,30.7,17.77,1.36,26.52,14.31,1.71,32.62,19.68,1.5,31.79,18.32,2.49,26.87,11.15,2.35,31.33,14.31,0.44,23.12,7.71,0.45,29.04,15.08,1.49,,,,,,,,,,,
2002.33,,,,,,,,,,,,31.78,17.53,0.41,31.71,17.99,1.22,31.42,17.93,1.08,30.43,18.98,4.31,27.14,16.68,4.22,32.11,19.79,3.92,29.23,15.57,4.43,27.29,8.67,0.44,34.48,17.21,0.06,29.61,10.66,0.01,30.08,15.91,2.53,,,,,,,,,,,
2002.34,,,,,,,,,,,,26.76,13.3,1.83,27.39,15.37,3.16,29.57,17.92,2.93,31.33,19.97,2.61,25.01,14.85,6.75,33.37,20.61,0.95,29.17,17.37,5.36,26.33,9.5,1.3,29.62,13.7,0.2,24.09,8.46,0.45,28.74,15.58,2.62,,,,,,,,,,,
2002.35,,,,,,,,,,,,23.12,11.15,3.9,23.26,12.53,4.8,24.24,14.89,4.48,27.86,18.76,7.18,26.04,14.47,0.55,32.79,18.85,1.57,28.55,16.38,1.62,26.39,10.03,1.58,31.88,14.23,0.19,25.76,10.14,0.3,27.89,14.86,2.51,,,,,,,,,,,
2002.36,,,,,,,,,,,,22.81,10.58,2.16,24.86,12.36,2.67,26.05,13.41,2.43,29.45,18.35,1.86,27.46,14.07,2.1,32.4,18.95,1.55,32.03,16.77,0.21,27.47,10.84,0.97,30.97,15.14,0.9,22.13,7.25,0.66,28.63,14.69,1.43,,,,,,,,,,,
2002.37,,,,,,,,,,,,26.71,10.94,1.12,27.1,11.12,0.39,27.58,11.13,0.17,29.47,17.15,2.94,27.39,12.84,0.62,29.36,18.13,5.32,27.27,14.62,2.49,21.52,8.26,3.5,29.55,12.85,1.14,25.86,8.08,0.22,27.14,13.27,2.4,,,,,,,,,,,
2002.38,,,,,,,,,,,,23.37,11.72,5.0,24.9,13.61,4.56,25.72,15.2,3.09,27.73,19.41,7.61,24.06,12.77,4.94,28.13,16.0,4.68,25.11,11.09,2.66,21.21,5.4,1.36,29.53,12.98,0.12,20.74,6.85,1.57,25.28,12.72,3.75,,,,,,,,,,,
2002.39,,,,,,,,,,,,21.0,10.83,7.73,21.58,10.78,8.57,22.41,11.99,8.96,24.91,17.15,12.16,19.05,6.72,3.06,28.08,13.27,1.27,22.19,6.97,0.24,18.35,2.52,0.57,30.13,12.97,0.07,22.97,5.84,0.07,23.22,9.86,3.78,,,,,,,,,,,
2002.4,0.71,1.32,1.16,1.16,1.38,0.14,1.0,0.86,1.99,0.16,1.17,20.77,8.2,1.13,22.56,11.03,1.69,24.73,13.02,0.75,27.43,17.55,1.65,22.32,11.59,4.22,28.78,15.73,1.47,23.71,10.63,6.44,13.57,1.68,2.45,22.3,7.6,0.29,13.98,3.54,2.72,22.41,10.55,2.49,,,,,,,,,,,
2002.41,0.47,1.8,0.99,1.12,1.61,0.21,0.81,0.75,2.04,0.68,1.22,15.2,4.67,2.26,17.17,6.89,5.96,18.69,9.12,6.58,24.51,15.74,5.71,17.02,5.24,1.55,24.48,13.47,5.93,19.98,6.26,0.56,16.8,1.0,0.35,27.15,9.89,0.09,16.7,2.88,0.18,20.56,8.15,2.86,,,,,,,,,,,
2002.42,0.41,1.7,1.26,1.03,1.42,0.34,0.97,0.82,1.6,0.78,1.13,12.31,1.99,5.9,12.75,3.54,5.91,14.41,4.94,5.79,20.23,9.82,4.58,11.79,0.47,1.8,20.93,8.21,2.93,15.76,0.75,0.87,14.57,-2.38,0.12,24.06,8.27,0.11,19.22,2.43,0.07,17.24,3.99,2.31,,,,,,,,,,,
2002.43,0.55,1.83,1.23,1.08,1.52,0.43,0.92,1.04,2.15,0.71,1.25,9.04,-1.75,3.06,10.01,0.47,3.79,13.4,4.11,3.22,20.08,12.22,2.45,8.55,0.7,2.17,18.94,10.59,7.93,9.64,0.32,2.86,8.49,-4.04,0.9,20.04,6.65,0.25,14.14,1.44,0.19,13.88,3.98,2.84,,,,,,,,,,,
2002.44,0.56,1.68,1.09,1.16,1.59,0.67,1.07,1.3,2.05,1.21,1.3,7.15,-2.76,1.82,7.59,-0.84,1.69,9.36,2.22,4.61,18.22,10.17,4.26,6.77,-0.2,1.25,16.12,8.21,4.37,4.99,-0.81,3.08,2.43,-8.34,1.81,18.41,3.54,0.2,7.64,-4.96,0.58,10.45,1.44,2.61,,,,,,,,,,,
2002.45,0.49,1.88,1.43,1.23,1.65,1.09,1.36,0.97,2.23,1.05,1.41,5.96,-3.94,3.38,7.96,-0.81,2.32,10.38,0.92,2.91,16.61,6.35,4.81,8.83,0.12,1.21,17.34,5.3,5.45,12.6,-0.2,0.59,8.51,-4.85,1.09,18.46,4.87,6.64,10.43,-0.28,5.11,12.67,1.36,3.33,,,,,,,,,,,
2002.46,0.43,1.89,1.28,1.19,1.7,0.73,1.33,0.96,2.38,1.29,1.38,12.61,3.06,5.23,12.81,3.92,3.9,14.48,4.94,6.26,18.57,7.91,8.25,8.52,0.25,2.63,18.55,4.79,0.6,12.34,-0.85,0.45,6.12,-5.18,0.77,18.01,5.13,1.27,9.09,1.78,5.03,13.23,2.24,3.08,,,,,,,,,,,
2002.47,0.46,1.69,1.3,1.21,1.53,1.02,0.99,1.07,2.16,0.43,1.33,4.76,-1.65,8.8,6.53,-0.51,7.6,8.48,0.3,5.48,14.11,2.99,2.65,6.26,-2.06,1.23,19.14,2.3,0.14,13.36,-1.24,0.02,10.57,-3.11,0.34,20.31,4.92,0.04,11.07,2.57,2.93,12.63,0.49,1.77,,,,,,,,,,,
2002.48,0.66,2.13,1.88,1.36,1.77,0.88,1.02,0.7,2.6,0.94,1.43,2.8,-5.39,1.45,4.1,-3.5,1.47,7.24,-2.29,0.78,13.72,0.61,0.26,2.94,-5.81,0.36,13.57,1.09,0.76,6.13,-6.07,0.12,4.38,-8.79,0.53,16.55,3.63,0.67,8.76,-1.99,0.3,8.78,-2.82,0.53,,,,,,,,,,,
2002.49,0.59,2.03,1.38,1.15,1.56,1.03,1.32,0.52,2.2,0.85,1.25,-1.29,-11.26,0.92,-0.75,-9.76,2.12,1.62,-7.88,2.9,10.32,-0.78,4.17,-1.07,-10.8,0.5,12.25,0.68,4.19,4.93,-7.5,0.66,4.03,-7.9,0.25,15.1,2.46,0.3,6.52,-1.18,0.43,6.4,-4.55,1.84,,,,,,,,,,,
2002.5,0.57,1.75,1.48,1.13,1.68,1.79,1.29,0.62,1.85,1.18,1.26,2.07,-9.54,5.25,2.24,-7.67,5.35,3.71,-5.12,5.68,10.34,2.74,7.45,3.11,-6.18,0.67,11.5,1.07,3.88,7.83,-5.13,0.31,6.11,-7.52,0.23,14.13,2.37,5.48,6.79,0.44,9.21,7.75,-2.61,3.79,,,,,,,,,,,
2002.51,0.66,2.14,1.27,1.48,1.83,3.79,1.75,0.79,2.27,0.96,1.58,3.45,-6.66,5.45,3.97,-5.45,2.92,6.94,-2.11,2.4,14.58,2.94,3.43,5.17,-1.83,3.22,17.06,3.4,0.98,11.1,-2.06,0.84,3.27,-7.66,0.95,10.23,0.96,10.4,4.73,-1.01,7.81,9.29,-1.21,3.24,,,,,,,,,,,
2002.52,0.71,2.19,1.68,2.07,2.67,2.83,2.97,0.86,3.38,1.11,1.98,1.63,-5.97,3.53,2.14,-3.57,4.32,4.6,-2.67,3.78,11.5,0.18,5.32,-0.17,-6.39,1.0,10.76,-1.75,3.3,3.53,-9.05,0.64,0.02,-12.24,0.46,9.74,-0.94,3.48,3.77,-2.32,6.67,5.4,-4.74,2.92,,,,,,,,,,,
2003.01,0.71,1.97,1.53,2.34,2.59,2.71,2.8,0.71,2.82,1.31,1.9,0.51,-7.77,5.92,2.64,-4.21,6.63,6.68,-1.45,5.9,13.99,2.98,4.27,2.71,-5.1,1.67,15.16,0.57,2.41,8.4,-5.02,0.59,5.31,-6.88,0.7,13.67,1.45,3.39,5.88,-0.09,11.38,8.82,-2.12,3.35,,,,,,,,,,,
2003.02,0.55,1.67,1.6,1.46,1.93,2.31,1.96,0.76,3.25,1.34,1.59,-1.59,-10.0,1.91,0.78,-6.04,1.91,4.37,-3.68,1.13,12.55,-0.1,0.2,2.17,-5.94,0.6,15.32,0.82,0.23,8.23,-5.56,0.02,5.34,-7.92,0.36,15.35,3.98,1.85,6.56,-2.26,1.14,8.45,-3.12,0.65,,,,,,,,,,,
2003.03,0.97,2.32,1.51,1.73,2.09,2.91,2.74,0.77,3.15,1.72,1.82,-4.94,-16.52,0.19,-3.57,-12.65,0.61,-1.38,-10.16,0.66,7.12,-4.03,0.65,-4.82,-13.63,0.41,9.65,-1.92,1.22,0.99,-11.5,0.6,2.41,-10.5,0.43,16.99,3.35,1.46,6.32,-0.55,3.4,4.05,-7.0,0.92,,,,,,,,,,,
2003.04,1.14,2.11,2.31,2.59,3.35,4.5,3.68,1.03,2.7,1.42,2.42,-8.53,-19.58,0.1,-6.85,-16.38,0.48,-3.02,-11.9,0.45,7.55,-4.9,0.9,-7.27,-15.86,0.47,12.7,-1.45,0.07,-0.2,-12.88,0.24,3.36,-9.65,0.53,16.44,4.23,1.45,7.26,0.73,5.41,3.99,-7.54,0.89,,,,,,,,,,,
2003.05,1.38,2.3,2.48,3.33,3.97,4.15,3.69,1.63,3.23,0.74,2.87,-3.29,-15.67,0.64,-2.9,-13.48,0.91,0.51,-8.16,1.49,10.03,-0.77,2.72,-2.3,-12.0,1.33,14.49,1.09,0.62,5.88,-6.56,0.39,7.76,-5.1,0.94,19.11,4.92,0.59,8.64,2.16,12.21,7.53,-3.95,1.96,,,,,,,,,,,
2003.06,2.16,2.89,3.54,3.45,4.25,3.42,2.93,1.79,3.89,2.1,3.17,0.37,-8.28,4.28,1.45,-6.86,3.34,4.14,-5.04,2.92,12.55,0.8,3.51,-0.57,-9.77,1.25,12.57,0.18,1.51,3.51,-9.1,0.59,-1.02,-13.64,1.46,13.16,-1.03,0.18,5.66,-4.0,0.94,5.97,-5.46,1.78,,,,,,,,,,,
2003.07,2.41,2.68,3.69,3.32,3.77,3.02,1.96,1.87,4.13,2.19,3.02,-5.44,-18.8,0.57,-3.59,-14.4,1.02,1.08,-8.31,2.0,12.77,0.54,4.53,-2.85,-13.9,1.34,15.69,3.52,2.09,5.94,-7.19,2.41,2.76,-9.8,0.94,14.02,2.78,4.99,8.6,-2.07,1.28,6.79,-5.06,2.33,,,,,,,,,,,
2003.08,2.29,2.58,3.67,3.34,3.66,1.51,1.64,1.91,4.92,2.68,3.0,-0.87,-11.5,3.52,-0.09,-9.65,4.83,2.4,-5.59,9.97,12.9,3.72,9.49,1.08,-7.97,1.54,14.02,2.83,6.09,7.07,-5.94,0.86,3.83,-8.42,0.96,15.0,2.56,1.65,6.84,-0.06,6.83,7.67,-2.82,4.43,,,,,,,,,,,
2003.09,1.88,1.71,2.89,2.02,2.83,1.2,1.96,1.65,4.62,1.76,2.32,-0.97,-14.12,3.42,-0.16,-9.76,3.3,2.71,-4.82,4.65,12.6,3.57,5.5,-2.24,-12.73,1.06,8.58,-0.96,1.74,-3.01,-12.44,0.98,-1.78,-14.95,1.38,12.23,1.91,3.06,5.9,-5.82,0.7,4.07,-6.31,2.44,,,,,,,,,,,
2003.1,1.52,1.0,2.06,1.94,2.33,1.79,1.15,1.47,3.83,1.94,1.95,0.36,-14.29,4.25,1.75,-11.71,3.29,6.9,-5.47,2.7,16.12,5.33,5.0,0.03,-11.39,1.2,15.04,1.85,1.02,4.24,-9.09,0.47,1.68,-11.74,1.46,14.74,1.11,0.44,6.49,-1.17,6.25,7.89,-4.39,2.31,,,,,,,,,,,
2003.11,1.34,1.89,2.1,1.47,1.87,1.15,1.09,1.18,3.81,2.0,1.73,1.31,-11.68,0.65,2.86,-9.16,0.96,9.35,-4.18,0.92,19.42,6.45,2.48,3.65,-8.44,1.09,21.56,6.67,0.73,11.35,-3.92,0.71,11.29,-3.48,0.45,19.79,5.86,3.94,11.42,3.52,7.57,13.22,-0.19,1.79,,,,,,,,,,,
2003.12,0.76,1.54,2.15,1.41,1.6,0.7,1.01,1.18,3.41,2.5,1.52,10.23,-3.66,3.14,12.87,0.48,3.79,15.45,3.8,5.01,19.71,10.82,7.59,13.98,2.91,1.8,19.09,7.33,2.58,16.42,4.14,4.26,8.28,-2.47,5.97,15.43,3.35,2.76,9.91,0.53,6.82,14.81,3.76,4.53,,,,,,,,,,,
2003.13,0.57,1.28,1.89,1.48,1.11,0.47,1.07,0.79,2.45,2.05,1.23,11.93,-0.08,1.76,14.12,1.34,1.71,17.57,3.11,1.33,21.87,8.49,1.88,14.05,1.38,2.65,20.35,5.78,1.1,16.09,1.67,1.01,8.05,-5.04,1.4,19.04,4.85,1.04,10.0,-0.81,4.28,15.84,2.42,1.75,,,,,,,,,,,
2003.14,0.48,1.28,1.62,1.27,1.11,0.49,0.85,0.62,2.01,0.42,1.05,4.34,-3.57,6.57,6.09,-2.51,5.29,15.19,2.1,3.92,19.93,6.79,2.12,10.91,0.21,3.19,22.16,7.06,0.29,18.68,2.62,0.45,11.29,-2.67,0.88,17.36,3.74,1.68,9.98,0.19,4.7,15.36,2.33,2.11,,,,,,,,,,,
